canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,CHEMBL326639,nM,940.0,uM,0.94
CCc1ccc(-c2nc(C)oc2-c2ccc(S(C)(=O)=O)cc2)s1,CHEMBL345620,nM,140.0,uM,0.14
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1,CHEMBL327078,nM,730.0,uM,0.73
CCS(=O)(=O)c1ccc(-c2oc(C)nc2-c2ccc(F)cc2)cc1,CHEMBL161377,nM,38000.0,uM,38.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,900.0,uM,0.9
CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2cccnc2)cc1,CHEMBL110462,nM,934000.0,uM,934.0
Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,CHEMBL323954,nM,1100.0,uM,1.1
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccn2)cc1,CHEMBL107600,nM,1500.0,uM,1.5
Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL351914,nM,70.0,uM,0.07
Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,CHEMBL320986,nM,54000.0,uM,54.0
Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,CHEMBL46712,nM,80.0,uM,0.08
Cc1nc(C2CCCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL161728,nM,280.0,uM,0.28
Cc1ccnc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL108961,nM,440.0,uM,0.44
Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,CHEMBL419561,nM,4150.0,uM,4.15
Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,CHEMBL348348,nM,2100.0,uM,2.1
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,CHEMBL320330,nM,950.0,uM,0.95
Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL110145,nM,2800.0,uM,2.8
COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,CHEMBL106151,nM,1200.0,uM,1.2
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc3c2OCO3)cc1,CHEMBL320790,nM,470.0,uM,0.47
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL42561,nM,180.0,uM,0.18
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CHEMBL56367,nM,15.0,uM,0.015
Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL105766,nM,510.0,uM,0.51
Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL326005,nM,51000.0,uM,51.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)nc1,CHEMBL321881,nM,1300.0,uM,1.3
Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,CHEMBL110331,nM,420.0,uM,0.42
CS(=O)(=O)c1ccc(-n2cc(C#N)nc2-c2cccnc2)cc1,CHEMBL320318,nM,24400.0,uM,24.4
Cc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2cccnc2)n1,CHEMBL110448,nM,79000.0,uM,79.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,CHEMBL325790,nM,1800.0,uM,1.8
NS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,CHEMBL321407,nM,1830.0,uM,1.83
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccsc2)cc1,CHEMBL321898,nM,51000.0,uM,51.0
Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,CHEMBL323277,nM,5800.0,uM,5.8
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,CHEMBL274990,nM,100.0,uM,0.1
CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)sc2-c2ccc(F)cc2)cc1,CHEMBL280496,nM,540.0,uM,0.54
CS(=O)(=O)c1ccc(-c2sc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,CHEMBL265585,nM,23.0,uM,0.023
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,CHEMBL277115,nM,50.0,uM,0.05
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccsc2)cc1,CHEMBL17179,nM,79.0,uM,0.079
CS(=O)(=O)c1ccc(-c2sc(-c3cccnc3)nc2-c2ccc(F)cc2)cc1,CHEMBL275843,nM,430.0,uM,0.43
CS(=O)(=O)c1ccc(-c2sc(-c3cccs3)nc2-c2ccc(F)cc2)cc1,CHEMBL16689,nM,21.0,uM,0.021
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2F)cc1,CHEMBL17043,nM,21.0,uM,0.021
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL75435,nM,27.0,uM,0.027
CCOC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,CHEMBL279133,nM,610.0,uM,0.61
CS(=O)(=O)c1ccc(-c2sc(CCCc3ccccc3)nc2-c2ccc(F)cc2)cc1,CHEMBL16797,nM,520.0,uM,0.52
CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(F)cc2)cc1,CHEMBL17047,nM,6.0,uM,0.006
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2F)cc1,CHEMBL279552,nM,10.0,uM,0.01
Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,CHEMBL16850,nM,110.0,uM,0.11
CS(=O)(=O)c1ccc(-c2sc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1,CHEMBL277385,nM,32.0,uM,0.032
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cccs2)cc1,CHEMBL17069,nM,57.0,uM,0.057
CC(C(=O)O)c1cc(C(=O)c2ccccc2)ccc1O,CHEMBL274587,nM,300.0,uM,0.3
CS(=O)(=O)c1ccc(-c2sc(-c3ccc(Cl)cc3)nc2-c2ccc(F)cc2)cc1,CHEMBL277116,nM,50.0,uM,0.05
CS(=O)(=O)c1ccc(-c2sc(-c3ccncc3)nc2-c2ccc(F)cc2)cc1,CHEMBL16952,nM,1600.0,uM,1.6
Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,CHEMBL274473,nM,120.0,uM,0.12
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,CHEMBL7162,nM,3200.0,uM,3.2
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2cccc(F)c2)cc1,CHEMBL279752,nM,16.0,uM,0.016
COc1ccc(C(=O)c2ccccc2)cc1C(C)C(=O)O,CHEMBL74276,nM,2800.0,uM,2.8
CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,CHEMBL17064,nM,110.0,uM,0.11
CS(=O)(=O)c1ccc(-c2sc(CC#N)nc2-c2ccc(F)cc2)cc1,CHEMBL417266,nM,350.0,uM,0.35
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2)cc1,CHEMBL443993,nM,10.0,uM,0.01
CCc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,CHEMBL275601,nM,23.0,uM,0.023
CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,CHEMBL16516,nM,7.0,uM,0.007
CS(=O)(=O)c1ccc(-c2sc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,CHEMBL17276,nM,18.0,uM,0.018
COc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1,CHEMBL277813,nM,270.0,uM,0.27
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)c(F)cc2CS3)cc1,CHEMBL97059,nM,6.0,uM,0.006
CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccccc2)cc1,CHEMBL153829,nM,70.0,uM,0.07
CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccccc2)cc1,CHEMBL153829,nM,1300.0,uM,1.3
N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1SCc1cc(F)ccc1-2,CHEMBL95022,nM,140.0,uM,0.14
CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL155781,nM,200.0,uM,0.2
CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL155781,nM,2900.0,uM,2.9
CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,CHEMBL154253,nM,200.0,uM,0.2
CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,CHEMBL154253,nM,700.0,uM,0.7
CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,CHEMBL278505,nM,100.0,uM,0.1
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(Cl)cn2)cc1,CHEMBL347842,nM,260.0,uM,0.26
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(Cl)cn2)cc1,CHEMBL347842,nM,900.0,uM,0.9
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,CHEMBL155206,nM,370.0,uM,0.37
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,CHEMBL155206,nM,5900.0,uM,5.9
Cc1ccccc1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,CHEMBL158236,nM,350.0,uM,0.35
CC1(C)CC1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL154480,nM,30.0,uM,0.03
CC1(C)CC1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL154480,nM,700.0,uM,0.7
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CS3)cc1,CHEMBL329919,nM,20.0,uM,0.02
CS(=O)(=O)c1ccc(-c2cnn(Cc3cccs3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL349564,nM,50.0,uM,0.05
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1,CHEMBL155898,nM,3.0,uM,0.003
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1,CHEMBL155898,nM,360.0,uM,0.36
CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccccc12,CHEMBL275376,nM,200.0,uM,0.2
CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL157720,nM,600.0,uM,0.6
CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL157720,nM,5900.0,uM,5.9
C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL262744,nM,60.0,uM,0.06
C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL262744,nM,300.0,uM,0.3
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)[S+]([O-])C2,CHEMBL94274,nM,1500.0,uM,1.5
CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12,CHEMBL18148,nM,90.0,uM,0.09
Cc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,CHEMBL94494,nM,16.0,uM,0.016
CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,CHEMBL18020,nM,60.0,uM,0.06
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2SC3)cc1,CHEMBL273420,nM,460.0,uM,0.46
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,CHEMBL328009,nM,9.0,uM,0.009
CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL158310,nM,100.0,uM,0.1
CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL158310,nM,300.0,uM,0.3
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(F)cc2)cc1,CHEMBL157730,nM,20.0,uM,0.02
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Oc2ccc(F)cc2)cc1,CHEMBL157730,nM,90.0,uM,0.09
CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL157016,nM,200.0,uM,0.2
CS(=O)(=O)c1ccc(-c2cnn(CC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL157016,nM,1700.0,uM,1.7
CC(C1CC1)n1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL155247,nM,200.0,uM,0.2
CC(C1CC1)n1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL155247,nM,700.0,uM,0.7
CS(=O)(=O)c1ccc(-c2cnn(CC(F)(F)F)c(=O)c2-c2ccccc2)cc1,CHEMBL346743,nM,500.0,uM,0.5
CS(=O)(=O)c1ccc(-c2cnn(CC(F)(F)F)c(=O)c2-c2ccccc2)cc1,CHEMBL346743,nM,11000.0,uM,11.0
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cc1,CHEMBL157629,nM,20.0,uM,0.02
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cc1,CHEMBL157629,nM,350.0,uM,0.35
C[C@@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL156401,nM,60.0,uM,0.06
C[C@@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL156401,nM,1700.0,uM,1.7
COc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,CHEMBL319512,nM,13.0,uM,0.013
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CC3)cc1,CHEMBL94935,nM,1100.0,uM,1.1
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)cc2CS3)cc1,CHEMBL316455,nM,40.0,uM,0.04
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CHEMBL599,nM,160.0,uM,0.16
O=c1c2ccccc2c(S(=O)(=O)c2ccccc2)c(O)n1Cc1ccccc1,CHEMBL276052,nM,140.0,uM,0.14
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2OC3)cc1,CHEMBL95021,nM,1330.0,uM,1.33
Cc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,CHEMBL328906,nM,22.0,uM,0.022
CS(=O)(=O)c1ccc(-c2cnn(CC3CCCCC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL158148,nM,40.0,uM,0.04
CS(=O)(=O)c1ccc(-c2cnn(CC3CCCCC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL158148,nM,410.0,uM,0.41
CS(=O)(=O)c1ccc(-c2cnn(C3CC3)c(=O)c2-c2ccc(F)cc2)cc1,CHEMBL347147,nM,110.0,uM,0.11
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1,CHEMBL411894,nM,21.0,uM,0.021
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cc1)SC2,CHEMBL96110,nM,75.0,uM,0.075
CS(=O)(=O)c1ccc(-c2cnn(Cc3cccnc3)c(=O)c2-c2ccccc2)cc1,CHEMBL154422,nM,1300.0,uM,1.3
CS(=O)(=O)c1ccc(-c2cnn(Cc3cccnc3)c(=O)c2-c2ccccc2)cc1,CHEMBL154422,nM,7100.0,uM,7.1
Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,CHEMBL154907,nM,300.0,uM,0.3
Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,CHEMBL154907,nM,21000.0,uM,21.0
C[C@H]1C(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)[C@@H]1C,CHEMBL440001,nM,50.0,uM,0.05
C[C@H]1C(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)[C@@H]1C,CHEMBL440001,nM,700.0,uM,0.7
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cn1,CHEMBL155587,nM,1200.0,uM,1.2
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cnn(Cc3ccccc3)c2=O)cn1,CHEMBL155587,nM,1100.0,uM,1.1
CC(C)Oc1c(-c2ccc(S(C)(=O)=O)cc2)cnn(Cc2ccccc2)c1=O,CHEMBL434673,nM,20.0,uM,0.02
CC(C)Oc1c(-c2ccc(S(C)(=O)=O)cc2)cnn(Cc2ccccc2)c1=O,CHEMBL434673,nM,1700.0,uM,1.7
CS(=O)(=O)c1ccc(-c2cnn(-c3ccccc3)c(=O)c2-c2ccccc2)cc1,CHEMBL350039,nM,80.0,uM,0.08
CS(=O)(=O)c1ccc(-c2cnn(-c3ccccc3)c(=O)c2-c2ccccc2)cc1,CHEMBL350039,nM,4700.0,uM,4.7
COc1cc2c(cc1F)-c1c(c(C(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,CHEMBL318464,nM,32.0,uM,0.032
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2-c2ccccc2)cc1,CHEMBL155994,nM,30.0,uM,0.03
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2-c2ccccc2)cc1,CHEMBL155994,nM,900.0,uM,0.9
C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL347441,nM,50.0,uM,0.05
C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL347441,nM,2400.0,uM,2.4
CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccccc12,CHEMBL18373,nM,290.0,uM,0.29
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,54.0,uM,0.054
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,1200.0,uM,1.2
Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)nc1,CHEMBL37371,nM,1000.0,uM,1.0
Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)nc1,CHEMBL37371,nM,640.0,uM,0.64
CSc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL434014,nM,290.0,uM,0.29
CSc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL434014,nM,11000.0,uM,11.0
CS(=O)(=O)c1ccc(-c2cc3c(cc2Cc2ccccc2)OCO3)cc1,CHEMBL358246,nM,10000.0,uM,10.0
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(F)cc1F)C(=O)CC2,CHEMBL287919,nM,23.0,uM,0.023
CS(=O)(=O)c1ccc(-c2cc3c(cc2C(=O)c2cccc(F)c2)OCO3)cc1,CHEMBL153767,nM,1000.0,uM,1.0
Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL43520,nM,6900.0,uM,6.9
Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL43520,nM,43.0,uM,0.043
CCc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,CHEMBL342538,nM,100.0,uM,0.1
CS(=O)(=O)Nc1cc2c(cc1Nc1ccc(F)cc1F)C(=O)CC2,CHEMBL146773,nM,1000.0,uM,1.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,nM,1000.0,uM,1.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,nM,300.0,uM,0.3
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2,CHEMBL289262,nM,480.0,uM,0.48
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2,CHEMBL289262,nM,320.0,uM,0.32
CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL43461,nM,1000.0,uM,1.0
CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL43461,nM,13.0,uM,0.013
CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)n1,CHEMBL289731,nM,280.0,uM,0.28
CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)n1,CHEMBL289731,nM,49.0,uM,0.049
CSc1ccc(Oc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,CHEMBL145710,nM,100.0,uM,0.1
COc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,CHEMBL358295,nM,100.0,uM,0.1
CS(=O)(=O)Nc1cc2c(cc1Sc1ccccc1F)C(=O)CC2,CHEMBL144819,nM,100.0,uM,0.1
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(F)cc1F)C(=O)CC2,CHEMBL287919,nM,140.0,uM,0.14
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(F)cc1F)C(=O)CC2,CHEMBL287919,nM,29.0,uM,0.029
CS(=O)(=O)Nc1cc2c(cc1Sc1ccccn1)C(=O)CC2,CHEMBL35992,nM,100.0,uM,0.1
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1F,CHEMBL312221,nM,93.0,uM,0.093
Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,CHEMBL144884,nM,50.0,uM,0.05
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)c3ccccc3C2)cc1,CHEMBL80047,nM,11.0,uM,0.011
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Br)cc1)C(=O)CC2,CHEMBL144728,nM,10.0,uM,0.01
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1F,CHEMBL76692,nM,5.0,uM,0.005
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2,CHEMBL289262,nM,100.0,uM,0.1
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1Cl,CHEMBL76861,nM,20.0,uM,0.02
Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)n1,CHEMBL37414,nM,380.0,uM,0.38
Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)n1,CHEMBL37414,nM,30.0,uM,0.03
CS(=O)(=O)Nc1cc2c(cc1Sc1c(F)cccc1F)C(=O)CC2,CHEMBL143781,nM,100.0,uM,0.1
NS(=O)(=O)c1ccc(-c2cc3c(cc2Cc2ccccc2)OCO3)cc1,CHEMBL151042,nM,50.0,uM,0.05
Cc1nc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)sc1C,CHEMBL39013,nM,1700.0,uM,1.7
Cc1ccccc1Sc1cc2c(cc1NS(C)(=O)=O)CCC2=O,CHEMBL144675,nM,100.0,uM,0.1
CS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,CHEMBL76376,nM,20.0,uM,0.02
C=Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL41405,nM,310.0,uM,0.31
C=Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,CHEMBL41405,nM,140.0,uM,0.14
NS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,CHEMBL77714,nM,7.0,uM,0.007
CS(=O)(=O)Nc1cc2c(cc1Sc1cccs1)C(=O)CC2,CHEMBL144100,nM,1000.0,uM,1.0
CS(=O)(=O)Nc1cc2c(cc1Sc1ncc(Cl)cc1Cl)C(=O)CC2,CHEMBL290739,nM,360.0,uM,0.36
CS(=O)(=O)Nc1cc2c(cc1Sc1ncc(Cl)cc1Cl)C(=O)CC2,CHEMBL290739,nM,120.0,uM,0.12
CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCC2)OCO3)cc1,CHEMBL347720,nM,70.0,uM,0.07
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1Cl,CHEMBL77350,nM,100.0,uM,0.1
CS(=O)(=O)c1ccc(-c2cc3c(cc2C=C2CCCCCC2)OCO3)cc1,CHEMBL357315,nM,200.0,uM,0.2
CS(=O)(=O)Nc1cc2c(cc1Sc1ncccc1Cl)C(=O)CC2,CHEMBL41739,nM,520.0,uM,0.52
CS(=O)(=O)Nc1cc2c(cc1Sc1ncccc1Cl)C(=O)CC2,CHEMBL41739,nM,220.0,uM,0.22
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)OC2,CHEMBL287909,nM,610.0,uM,0.61
CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)OC2,CHEMBL287909,nM,27.0,uM,0.027
